ids,lat,lon,t1_count,t2_count,theta,dx,dy,zdx,zdy,abs_dist,percentile_cat,lisa_cat
1806,3.58538555034,7.45068256961,42.0,50.0,0.346287125819,0.913898337972,0.329758803835,0.798574591452,0.663874988396,0.134699603056,0,Hh
1807,3.58538555034,7.4507959246,43.0,50.0,0.877713967094,0.454230254716,0.546915249893,0.396911478021,1.10335725505,0.706445777034,0,hH
1808,3.58538555034,7.4509092796,43.0,50.0,0.38310561854,0.879467088919,0.354441300242,0.768488180849,0.713827544098,0.054660636751,0,Hh
1809,3.58538555034,7.4510226346,43.0,51.0,0.0140170986411,2.30267319523,0.0322789113867,2.01210159788,0.0618337421351,1.95026785574,1,Hh
1810,3.58538555034,7.4511359896,43.0,51.0,0.199459584179,3.00076909643,0.606597895422,2.62210560591,1.22414328196,1.39796232394,1,Hh
1811,3.58538555034,7.4512493446,43.0,51.0,0.341387593001,1.52307857073,0.541148091963,1.3308830937,1.09168565292,0.239197440783,0,Hh
1812,3.58538555034,7.45136269961,43.0,51.0,0.240343207661,2.97612716947,0.729390717999,2.60057321446,1.47265199066,1.1279212238,1,Hh
1813,3.58538555034,7.4514760546,44.0,51.0,0.617936417235,0.7573126404,0.538296510206,0.661748257198,1.08591460796,0.42416635076,0,Hh
1814,3.58538555034,7.4515894096,44.0,51.0,1.44853152145,0.0145716320986,0.118586462336,0.0127328551398,0.23650338151,0.22377052637,0,hH
1815,3.58538555034,7.4517027646,44.0,51.0,2.88489907589,-0.232478034056,0.0610218179398,-0.203141906878,0.120003775545,0.323145682422,0,Lh
1816,3.58538555034,7.4518161196,44.0,52.0,0.501394052659,0.0907823705498,0.0497590858247,0.0793266509639,0.0972102037738,0.0178835528099,0,Hh
1817,3.58538555034,7.4519294746,44.0,52.0,4.69653129182,-0.00401437698663,-0.253128977279,-0.00350780751954,-0.515776124438,0.512268316919,0,lL
1818,3.58538555034,7.45204282961,44.0,52.0,4.26400564059,-0.0603654984829,-0.125483633226,-0.05274804788,-0.257446859288,0.204698811408,0,lL
1819,3.58538555034,7.4521561846,44.0,52.0,5.07064104777,0.148769211577,-0.397344553826,0.12999620135,-0.807640306315,0.937636507665,0,hL
1827,3.58549890534,7.44660178961,44.0,52.0,5.30720068837,0.135302629064,-0.199989979078,0.1182289509,-0.408233162663,0.526462113563,0,hL
1834,3.58549890534,7.44739527461,44.0,53.0,4.62049434413,-0.03485578501,-0.378233338507,-0.0304573748716,-0.768962936246,0.738505561375,0,lL
1835,3.58549890534,7.4475086296,44.0,53.0,4.6758254409,-0.0214953364862,-0.587627919828,-0.0187828654889,-1.19273670348,1.17395383799,1,lL
1836,3.58549890534,7.44762198461,44.0,53.0,3.25181235676,-0.955421849697,-0.105734828911,-0.834858300519,-0.217479133522,0.617379166997,0,Ll
1837,3.58549890534,7.44773533961,45.0,53.0,3.17530767875,-0.814787526082,-0.0274809953088,-0.711970455276,-0.0591086462976,0.652861808978,0,Ll
1838,3.58549890534,7.4478486946,45.0,53.0,3.15554354569,-1.74210873687,-0.0243055478733,-1.52227410316,-0.0526821604073,1.46959194275,1,Ll
1839,3.58549890534,7.4479620496,45.0,54.0,4.21158481967,-0.0911007725172,-0.166440584208,-0.079604874165,-0.340335734933,0.260730860768,0,lL
1840,3.58549890534,7.44807540461,45.0,54.0,3.35737537115,-0.786262351219,-0.172345088275,-0.687044838371,-0.352285298845,0.334759539526,0,Ll
1841,3.58549890534,7.4481887596,45.0,54.0,3.51673362395,-0.441506610127,-0.173860622007,-0.38579341504,-0.355352443347,0.030440971693,0,Ll
1842,3.58549890534,7.44830211461,45.0,54.0,4.04728010933,-0.27884628008,-0.355524479121,-0.243658998973,-0.723004636701,0.479345637728,0,lL
1843,3.58549890534,7.44841546961,45.0,55.0,4.51865327175,-0.012149264949,-0.0619239568475,-0.0106161636257,-0.128814478578,0.118198314952,0,lL
1844,3.58549890534,7.4485288246,45.0,55.0,5.96999596147,0.691084777421,-0.223806227375,0.603877609639,-0.456432601247,1.06031021089,1,Hl
1845,3.58549890534,7.4486421796,45.0,55.0,6.12914134186,3.84746565092,-0.59741179407,3.36195852717,-1.21253735553,4.5744958827,3,Hl
1846,3.58549890534,7.44875553461,45.0,55.0,3.54912798733,-0.417270504524,-0.180137380098,-0.364615634836,-0.368055376754,0.00343974191742,0,Ll
1847,3.58549890534,7.4488688896,45.0,55.0,4.45257712931,-0.0564572554854,-0.212388972926,-0.0493329814275,-0.433326306429,0.383993325002,0,lL
1848,3.58549890534,7.44898224461,45.0,55.0,5.56883930935,0.349026095751,-0.30264535218,0.304982907004,-0.615987603642,0.920970510646,0,Hl
1849,3.58549890534,7.44909559961,46.0,55.0,3.32663798326,-0.36002660142,-0.0673922124729,-0.31459527192,-0.139881160781,0.174714111139,0,Ll
1850,3.58549890534,7.4492089546,46.0,56.0,0.021132683418,1.23577900072,0.0261192147086,1.07983751542,0.0493677181824,1.03046979724,1,Hh
1851,3.58549890534,7.4493223096,46.0,56.0,1.60166297158,-0.0129983368621,0.42097897709,-0.0113580921618,0.848486816572,0.859844908734,0,lH
1852,3.58549890534,7.44943566461,46.0,56.0,0.89027670039,0.341315743745,0.421626708448,0.298245515166,0.849797698431,0.551552183265,0,hH
1853,3.58549890534,7.4495490196,47.0,56.0,1.05207864311,0.153676370171,0.269201322098,0.134284131425,0.541318463733,0.407034332308,0,hH
