ids,lat,lon,t1_count,t2_count,theta,dx,dy,zdx,zdy,abs_dist,lisa_cat
2417,31.640708,65.712751,171.0,187.0,6.24123493415,0.0699564126337,-0.00293642034525,0.0611286203484,-0.35240546153,0.413534081878,Hl
2418,31.640708,65.713751,172.0,187.0,6.26886460055,0.138035313824,-0.00197689837781,0.120616652223,-0.222108283453,0.342724935676,Hl
2419,31.640708,65.714751,173.0,187.0,3.15377009993,-0.239092946185,-0.00291168544851,-0.208921832682,-0.349046614777,0.140124782095,Ll
2420,31.640708,65.715751,174.0,188.0,3.15409292324,-0.223886340572,-0.00279878540519,-0.195634147017,-0.333715483705,0.138081336687,Ll
2421,31.640708,65.716751,176.0,188.0,3.22292288545,-0.0167031589144,-0.00136147498576,-0.0145953890638,-0.138537574258,0.123942185194,Ll
2422,31.640708,65.717751,177.0,192.0,3.16197738291,-0.0461241660859,-0.000940358895778,-0.0403037624629,-0.0813526008749,0.041048838412,Ll
2423,31.640708,65.718751,178.0,193.0,3.14327000965,-0.502522488165,-0.000842909933371,-0.439109228719,-0.0681196315016,0.370989597217,Ll
2424,31.640708,65.719751,179.0,193.0,3.14665798279,-0.166220189537,-0.00084196718146,-0.145244881462,-0.0679916115939,0.0772532698678,Ll
2425,31.640708,65.720751,183.0,194.0,0.000583883921702,0.35847082706,0.000209305376105,0.31323543144,0.0747647319705,0.238470699469,Hh
2426,31.640708,65.721751,184.0,195.0,0.00390093666317,0.213503724491,0.000832868731267,0.186561712158,0.159440798061,0.0271209140966,Hh
2427,31.640708,65.722751,185.0,196.0,3.09566779123,-0.0980343916832,0.0045053838147,-0.0856634422017,0.65814574496,0.743809187162,Lh
2428,31.640708,65.723751,185.0,196.0,0.0189919584348,0.372715362693,0.00707944586912,0.325682450633,1.00768753063,0.682005079996,Hh
2429,31.640708,65.724751,185.0,198.0,0.00230085897293,2.45917267304,0.00565821949554,2.14884993444,0.814693735624,1.33415619881,Hh
2430,31.640708,65.725751,187.0,200.0,0.103263919214,0.057024771048,0.00590962192576,0.0498288212418,0.848832638464,0.799003817222,Hh
2431,31.640708,65.726751,187.0,205.0,0.00654500475971,0.288865238494,0.0018906513576,0.252413364707,0.3030811689,0.0506678041927,Hh
2432,31.640708,65.727751,189.0,206.0,0.01887553162,0.207747799054,0.00392181592339,0.181532126341,0.57890081672,0.397368690379,Hh
2433,31.640708,65.728751,190.0,207.0,0.00451253088996,0.618526304294,0.00279113799966,0.540474535603,0.425361713107,0.115112822496,Hh
2434,31.640708,65.729751,191.0,208.0,0.0115941825534,0.299598678643,0.0034737574277,0.261792353183,0.518057230452,0.256264877269,Hh
2435,31.640708,65.730751,192.0,208.0,0.019158841108,0.115973682055,0.0022221932475,0.101338975426,0.348102517169,0.246763541744,Hh
2436,31.640708,65.731751,193.0,208.0,0.0166112722378,0.183624996587,0.00305052539473,0.160453377757,0.460584925033,0.300131547276,Hh
2437,31.640708,65.732751,194.0,208.0,0.00460949317693,0.396243413689,0.00182649424792,0.346241499371,0.294369028242,0.0518724711287,Hh
2438,31.640708,65.733751,195.0,211.0,3.07077298978,-0.0251917691106,0.00178706124235,-0.0220128224403,0.289014268765,0.311027091205,Lh
2439,31.640708,65.734751,195.0,214.0,6.26078934795,0.0289934205138,-0.000649444049899,0.0253347438564,-0.0418481551558,0.0671828990122,Hl
2440,31.640708,65.735751,196.0,215.0,3.11807679329,-0.0116187475384,0.000273275219219,-0.0101525790197,0.0834514429814,0.0936040220011,Lh
2442,31.640708,65.737751,196.0,215.0,0.0680258757309,0.0289934205138,0.00197535075285,0.0253347438564,0.314582825517,0.289248081661,Hh
2465,31.641708,65.703751,197.0,218.0,3.15458759559,-0.104568727846,-0.00135894104808,-0.0913732111772,-0.138193481115,0.0468202699375,Ll
2466,31.641708,65.704751,198.0,219.0,6.27067431909,0.0790562687418,-0.000989123644247,0.06908016658,-0.0879745536085,0.157054720189,Hl
2467,31.641708,65.705751,199.0,222.0,3.15531655364,-0.133669045024,-0.0018345757934,-0.116801362419,-0.202781752372,0.0859803899529,Ll
2468,31.641708,65.706751,200.0,226.0,3.14766984794,-0.313706183537,-0.00190647691595,-0.274119633532,-0.21254548232,0.0615741512115,Ll
2469,31.641708,65.707751,202.0,227.0,3.15620675952,-0.232374950768,-0.00339619392637,-0.203051580394,-0.414839884303,0.211788303909,Ll
2470,31.641708,65.708751,203.0,227.0,3.15096221592,-0.429893658921,-0.00402803330594,-0.375645423729,-0.500639783576,0.124994359847,Ll
2471,31.641708,65.709751,203.0,231.0,3.14576048603,-0.627412367074,-0.00261496475564,-0.548239267063,-0.308753770766,0.239485496297,Ll
2472,31.641708,65.710751,203.0,235.0,6.27068831067,0.435739986581,-0.00544572459006,0.380754003922,-0.693153535188,1.07390753911,Hl
2473,31.641708,65.711751,204.0,236.0,3.14322915327,-0.854138289069,-0.00139779828053,-0.746354669026,-0.143470054146,0.60288461488,Ll
2474,31.641708,65.712751,204.0,238.0,6.08391514855,0.0158781196737,-0.00320659128923,0.0138744614374,-0.389093013034,0.402967474472,Hl
2475,31.641708,65.713751,204.0,239.0,3.1439823446,-0.496552769399,-0.00118660994562,-0.43389282813,-0.114791977963,0.319100850167,Ll
2476,31.641708,65.714751,205.0,239.0,3.14409397668,-0.923850774299,-0.00231085409704,-0.807270143144,-0.26745741489,0.539812728254,Ll
2477,31.641708,65.715751,207.0,239.0,3.14440656631,-0.8740017194,-0.00245937104458,-0.763711535192,-0.287625102361,0.476086432831,Ll
2478,31.641708,65.716751,208.0,239.0,3.18505274586,-0.0341847285542,-0.00148660753301,-0.0298709612862,-0.155529804082,0.125658842796,Ll
2479,31.641708,65.717751,209.0,240.0,6.28056902415,0.300377089368,-0.000785873275174,0.262472536341,-0.060374404334,0.322846940675,Hl
2480,31.641708,65.718751,210.0,243.0,3.13925114031,-0.218237311799,0.000511006497526,-0.190697968586,0.115733887527,0.306431856113,Lh
2481,31.641708,65.719751,212.0,243.0,0.00136337636931,0.0701702059626,9.56684599148e-05,0.0613154351197,0.0593335380974,0.0019818970223,Hh
2482,31.641708,65.720751,212.0,244.0,0.00829131084602,0.0901405329582,0.000747400305547,0.0787657086713,0.147834711839,0.0690690031677,Hh
2483,31.641708,65.721751,213.0,244.0,0.0142629068788,0.0356346533406,0.000508288209831,0.0311379202176,0.115364760787,0.0842268405695,Hh
2484,31.641708,65.722751,213.0,245.0,0.0522790418773,0.0608264224512,0.00318284729314,0.0531507426579,0.4785534245,0.425402681842,Hh
2485,31.641708,65.723751,214.0,245.0,0.00155441472993,2.57190932109,0.00399781695259,2.24736035683,0.589221288758,1.65813906808,Hh
2486,31.641708,65.724751,214.0,247.0,0.0245452387596,0.25987181798,0.00637989710021,0.227078620851,0.912693112982,0.685614492131,Hh
2487,31.641708,65.725751,215.0,247.0,3.10982640643,-0.143547311857,0.00456149381661,-0.125433091809,0.665765137907,0.791198229716,Lh
2488,31.641708,65.726751,216.0,248.0,0.0114435402334,0.0728727566472,0.000833958726506,0.0636769512203,0.159588812707,0.0959118614863,Hh
2489,31.641708,65.727751,216.0,249.0,0.0383363075046,0.0457267135028,0.00175385263052,0.0399564643791,0.284504743651,0.244548279272,Hh
2490,31.641708,65.728751,216.0,250.0,0.00310887495518,0.43870295911,0.00136387703635,0.383343079262,0.231548457954,0.151794621308,Hh
2491,31.641708,65.729751,217.0,250.0,0.019052903356,0.115759888726,0.00220582889381,0.101152160654,0.345880338649,0.244728177994,Hh
